alt,typ,id,datei
12.5.9,beispiel,eine-box-beschraenkung,src/chapters/12-optim/S125.mdx
12.5.1,eq,eine-box-beschraenkung,src/chapters/12-optim/S125.mdx
12.6.1,bemerkung,golden-section-search,src/chapters/12-optim/S126.mdx
12.6.2,bemerkung,falsche-konvergenz-und-keiner-warnt,src/chapters/12-optim/S126.mdx
12.6.3,beispiel,kettenregel-fuer-die-beispielfunktion,src/chapters/12-optim/S126.mdx
12.6.4,bemerkung,optim-in-r-kernkonzepte-des-kapitels,src/chapters/12-optim/S126.mdx
12.6.1,eq,eq-12-6-1,src/chapters/12-optim/S126.mdx
13.1.1,definition,approximationsproblem,src/chapters/13-funktionsapproximation/S131.mdx
13.1.2,definition,interpolationsproblem,src/chapters/13-funktionsapproximation/S131.mdx
13.1.3,definition,glaettungsproblem,src/chapters/13-funktionsapproximation/S131.mdx
13.1.4,bemerkung,daten-oder-funktion,src/chapters/13-funktionsapproximation/S131.mdx
13.1.5,bemerkung,approximation-ueber-interpolation,src/chapters/13-funktionsapproximation/S131.mdx
13.1.6,bemerkung,interpolation-im-maschinellen-lernen-und,src/chapters/13-funktionsapproximation/S131.mdx
13.1.7,beispiel,vier-interpolanten-durch-drei-punkte,src/chapters/13-funktionsapproximation/S131.mdx
13.1.8,satz,gestalt-aller-interpolanten,src/chapters/13-funktionsapproximation/S131.mdx
13.1.9,bemerkung,unendlich-viele-loesungen,src/chapters/13-funktionsapproximation/S131.mdx
13.1.1,eq,interpolationsproblem,src/chapters/13-funktionsapproximation/S131.mdx
13.1.2,eq,gestalt-aller-interpolanten,src/chapters/13-funktionsapproximation/S131.mdx
13.2.1,definition,der-vektorraum-der-funktionen,src/chapters/13-funktionsapproximation/S132.mdx
13.2.10,beispiel,basisdarstellung-konkret,src/chapters/13-funktionsapproximation/S132.mdx
13.2.11,bemerkung,einsetzen-ist-hier-nicht,src/chapters/13-funktionsapproximation/S132.mdx
13.2.12,beispiel,dieselbe-funktion-andere-koeffizienten,src/chapters/13-funktionsapproximation/S132.mdx
13.2.2,bemerkung,unendlich-viele-freiheitsgrade-endlich,src/chapters/13-funktionsapproximation/S132.mdx
13.2.3,definition,ansatzraum-basisdarstellung,src/chapters/13-funktionsapproximation/S132.mdx
13.2.4,satz,wann-k-zahlen-eine-funktion-festlegen,src/chapters/13-funktionsapproximation/S132.mdx
13.2.5,bemerkung,das-wort-basisfunktion-traegt-eine,src/chapters/13-funktionsapproximation/S132.mdx
13.2.6,beispiel,zwei-ansatzraeume,src/chapters/13-funktionsapproximation/S132.mdx
13.2.7,algorithmus,interpolation-durch-basisdarstellung,src/chapters/13-funktionsapproximation/S132.mdx
13.2.8,satz,das-interpolationsproblem-ist-ein,src/chapters/13-funktionsapproximation/S132.mdx
13.2.9,bemerkung,was-in-b-steckt-und-was-nicht,src/chapters/13-funktionsapproximation/S132.mdx
13.3.1,satz,fundamentalsatz-der-algebra,src/chapters/13-funktionsapproximation/S133.mdx
13.3.10,bemerkung,warum-die-spalten-fast-parallel-werden,src/chapters/13-funktionsapproximation/S133.mdx
13.3.11,beispiel,konditionszahlen-der-groessenordnung,src/chapters/13-funktionsapproximation/S133.mdx
13.3.12,bemerkung,der-ausweg-orthogonalisierte-basen,src/chapters/13-funktionsapproximation/S133.mdx
13.3.13,satz,wie-sich-eine-datenaenderung-fortpflanzt,src/chapters/13-funktionsapproximation/S133.mdx
13.3.14,bemerkung,was-das-in-zahlen-heisst,src/chapters/13-funktionsapproximation/S133.mdx
13.3.15,beispiel,runge-1901,src/chapters/13-funktionsapproximation/S133.mdx
13.3.16,bemerkung,divergenz-schon-aber-nicht-monoton,src/chapters/13-funktionsapproximation/S133.mdx
13.3.17,bemerkung,ein-ausweg-die-knoten-anders-legen,src/chapters/13-funktionsapproximation/S133.mdx
13.3.2,korollar,zu-viele-nullstellen-erzwingen-das,src/chapters/13-funktionsapproximation/S133.mdx
13.3.3,beispiel,drei-nullstellen-bei-grad-hoechstens,src/chapters/13-funktionsapproximation/S133.mdx
13.3.4,definition,monombasis-und-vandermonde-matrix,src/chapters/13-funktionsapproximation/S133.mdx
13.3.5,satz,existenz-und-eindeutigkeit-der,src/chapters/13-funktionsapproximation/S133.mdx
13.3.6,bemerkung,die-vandermonde-determinante,src/chapters/13-funktionsapproximation/S133.mdx
13.3.7,bemerkung,ein-haeufiges-missverstaendnis,src/chapters/13-funktionsapproximation/S133.mdx
13.3.8,beispiel,drei-punkte-auf-einer-geraden,src/chapters/13-funktionsapproximation/S133.mdx
13.3.9,algorithmus,polynominterpolation-in-der-monombasis,src/chapters/13-funktionsapproximation/S133.mdx
13.4.1,definition,polynom-spline-vom-grad-q,src/chapters/13-funktionsapproximation/S134.mdx
13.4.10,beispiel,grad-1-die-hutfunktionen,src/chapters/13-funktionsapproximation/S134.mdx
13.4.11,satz,die-b-splines-sind-eine-basis,src/chapters/13-funktionsapproximation/S134.mdx
13.4.12,bemerkung,b-splines-in-r,src/chapters/13-funktionsapproximation/S134.mdx
13.4.13,bemerkung,konditionszahlen-eine-groessenordnung,src/chapters/13-funktionsapproximation/S134.mdx
13.4.14,bemerkung,bandstruktur-und-aufwand,src/chapters/13-funktionsapproximation/S134.mdx
13.4.15,satz,eigenschaften-von-splines-und-b-splines,src/chapters/13-funktionsapproximation/S134.mdx
13.4.16,bemerkung,vorsicht-bei-den-ableitungen,src/chapters/13-funktionsapproximation/S134.mdx
13.4.17,bemerkung,was-die-lokalitaet-praktisch-bedeutet,src/chapters/13-funktionsapproximation/S134.mdx
13.4.2,bemerkung,was-in-dieser-definition-steckt,src/chapters/13-funktionsapproximation/S134.mdx
13.4.3,beispiel,die-grade-0-1-und-3,src/chapters/13-funktionsapproximation/S134.mdx
13.4.4,satz,dimension-des-spline-raums,src/chapters/13-funktionsapproximation/S134.mdx
13.4.5,bemerkung,die-parameterzaehlung-als-gegenprobe,src/chapters/13-funktionsapproximation/S134.mdx
13.4.6,bemerkung,zwei-bedingungen-fehlen-randbedingungen,src/chapters/13-funktionsapproximation/S134.mdx
13.4.7,beispiel,kubischer-spline-durch-vier-punkte,src/chapters/13-funktionsapproximation/S134.mdx
13.4.8,definition,erweiterte-knotenfolge-und-b-splines,src/chapters/13-funktionsapproximation/S134.mdx
13.4.9,bemerkung,warum-die-knotenfolge-so-lang-sein-muss,src/chapters/13-funktionsapproximation/S134.mdx
13.4.1,eq,dimension-des-spline-raums,src/chapters/13-funktionsapproximation/S134.mdx
13.4.2,eq,erweiterte-knotenfolge-und-b-splines,src/chapters/13-funktionsapproximation/S134.mdx
13.4.3,eq,erweiterte-knotenfolge-und-b-splines-2,src/chapters/13-funktionsapproximation/S134.mdx
13.4.4,eq,die-b-splines-sind-eine-basis,src/chapters/13-funktionsapproximation/S134.mdx
13.5.1,bemerkung,was-die-zweite-kapitelhaelfte,src/chapters/13-funktionsapproximation/S135.mdx
13.5.2,bemerkung,spline,src/chapters/13-funktionsapproximation/S135.mdx
13.5.3,definition,kruemmungsfunktional,src/chapters/13-funktionsapproximation/S135.mdx
13.5.4,satz,kubische-splines-haben-minimale,src/chapters/13-funktionsapproximation/S135.mdx
13.5.5,bemerkung,was-die-randterme-wirklich-brauchen,src/chapters/13-funktionsapproximation/S135.mdx
13.5.6,korollar,der-natuerliche-kubische-spline-ist-der,src/chapters/13-funktionsapproximation/S135.mdx
13.5.7,bemerkung,existenz-die-abzaehlung-geht-auf,src/chapters/13-funktionsapproximation/S135.mdx
13.5.8,beispiel,drei-punkte-zwei-interpolanten,src/chapters/13-funktionsapproximation/S135.mdx
13.5.1,eq,kruemmungsfunktional,src/chapters/13-funktionsapproximation/S135.mdx
13.5.2,eq,eq-13-5-2,src/chapters/13-funktionsapproximation/S135.mdx
13.5.3,eq,eq-13-5-3,src/chapters/13-funktionsapproximation/S135.mdx
13.6.1,definition,partition-und-gitterweite,src/chapters/13-funktionsapproximation/S136.mdx
13.6.2,satz,approximationsfehler-kubischer-splines,src/chapters/13-funktionsapproximation/S136.mdx
13.6.3,bemerkung,wie-wir-die-schranke-lesen,src/chapters/13-funktionsapproximation/S136.mdx
13.6.4,bemerkung,welcher-spline-die-konstante-traegt,src/chapters/13-funktionsapproximation/S136.mdx
13.6.5,satz,fehler-der-stueckweise-linearen,src/chapters/13-funktionsapproximation/S136.mdx
13.6.6,bemerkung,das-muster-hinter-dem-exponenten,src/chapters/13-funktionsapproximation/S136.mdx
13.6.7,beispiel,sinus-auf-dem-einheitsintervall,src/chapters/13-funktionsapproximation/S136.mdx
13.6.8,bemerkung,schranke-und-messung-sind-zweierlei,src/chapters/13-funktionsapproximation/S136.mdx
13.6.9,bemerkung,vier-staerken-auf-einen-blick,src/chapters/13-funktionsapproximation/S136.mdx
13.6.1,eq,approximationsfehler-kubischer-splines,src/chapters/13-funktionsapproximation/S136.mdx
13.6.2,eq,fehler-der-stueckweise-linearen,src/chapters/13-funktionsapproximation/S136.mdx
13.7.1,definition,regressionsmodell-mit-additivem-fehler,src/chapters/13-funktionsapproximation/S137.mdx
13.7.10,beispiel,fuenfzig-verrauschte-punkte,src/chapters/13-funktionsapproximation/S137.mdx
13.7.11,bemerkung,die-residuen-fallen-nicht-immer,src/chapters/13-funktionsapproximation/S137.mdx
13.7.12,definition,penalisiertes-kleinste-quadrate,src/chapters/13-funktionsapproximation/S137.mdx
13.7.13,bemerkung,was-der-strafterm-bewirkt,src/chapters/13-funktionsapproximation/S137.mdx
13.7.14,bemerkung,penalized-splines-und-die-naehe-zu-ridge,src/chapters/13-funktionsapproximation/S137.mdx
13.7.15,bemerkung,was-ohne-boundary-knots-passiert,src/chapters/13-funktionsapproximation/S137.mdx
13.7.2,bemerkung,was-in-der-fehlerannahme-steckt,src/chapters/13-funktionsapproximation/S137.mdx
13.7.3,bemerkung,die-aufgabe-ist-so-noch-entartet,src/chapters/13-funktionsapproximation/S137.mdx
13.7.4,definition,ansatzraum-und-designmatrix,src/chapters/13-funktionsapproximation/S137.mdx
13.7.5,satz,glaettung-ist-ein-lineares-kleinste,src/chapters/13-funktionsapproximation/S137.mdx
13.7.6,bemerkung,wie-wir-das-system-wirklich-loesen,src/chapters/13-funktionsapproximation/S137.mdx
13.7.7,bemerkung,wann-die-designmatrix-vollen-spaltenrang,src/chapters/13-funktionsapproximation/S137.mdx
13.7.8,definition,interpolation-und-glaettung-im,src/chapters/13-funktionsapproximation/S137.mdx
13.7.9,bemerkung,warum-interpolation-das-rauschen-erbt,src/chapters/13-funktionsapproximation/S137.mdx
13.7.1,eq,regressionsmodell-mit-additivem-fehler,src/chapters/13-funktionsapproximation/S137.mdx
13.7.2,eq,eq-13-7-2,src/chapters/13-funktionsapproximation/S137.mdx
13.7.3,eq,glaettung-ist-ein-lineares-kleinste,src/chapters/13-funktionsapproximation/S137.mdx
13.7.4,eq,glaettung-ist-ein-lineares-kleinste-2,src/chapters/13-funktionsapproximation/S137.mdx
13.7.5,eq,penalisiertes-kleinste-quadrate,src/chapters/13-funktionsapproximation/S137.mdx
13.8.1,bemerkung,modell-designmatrix-schaetzer,src/chapters/13-funktionsapproximation/S138.mdx
13.8.10,bemerkung,sigma-oder-sigma-quadrat-eine,src/chapters/13-funktionsapproximation/S138.mdx
13.8.11,bemerkung,drei-auswege,src/chapters/13-funktionsapproximation/S138.mdx
13.8.12,definition,generalisierte-kreuzvalidierung,src/chapters/13-funktionsapproximation/S138.mdx
13.8.13,bemerkung,warum-der-nenner-noetig-ist,src/chapters/13-funktionsapproximation/S138.mdx
13.8.14,beispiel,was-die-kriterien-in-unserem-datensatz,src/chapters/13-funktionsapproximation/S138.mdx
13.8.15,bemerkung,der-praktische-ausweg-gross-waehlen-und,src/chapters/13-funktionsapproximation/S138.mdx
13.8.2,satz,der-bias-ist-der-approximationsfehler,src/chapters/13-funktionsapproximation/S138.mdx
13.8.3,bemerkung,woran-die-ordnung-haengt,src/chapters/13-funktionsapproximation/S138.mdx
13.8.4,satz,gemittelte-varianz-eines-linearen,src/chapters/13-funktionsapproximation/S138.mdx
13.8.5,bemerkung,was-die-varianzformel-erzaehlt,src/chapters/13-funktionsapproximation/S138.mdx
13.8.6,satz,zerlegung-des-mittleren-quadratischen,src/chapters/13-funktionsapproximation/S138.mdx
13.8.7,bemerkung,heuristisches-balance-modell-fuer-die,src/chapters/13-funktionsapproximation/S138.mdx
13.8.8,beispiel,bias-und-varianz-beim-sinusbeispiel,src/chapters/13-funktionsapproximation/S138.mdx
13.8.9,bemerkung,der-bias-faellt-nicht-monoton,src/chapters/13-funktionsapproximation/S138.mdx
13.8.1,eq,modell-designmatrix-schaetzer,src/chapters/13-funktionsapproximation/S138.mdx
13.8.2,eq,der-bias-ist-der-approximationsfehler,src/chapters/13-funktionsapproximation/S138.mdx
13.8.3,eq,der-bias-ist-der-approximationsfehler-2,src/chapters/13-funktionsapproximation/S138.mdx
13.8.4,eq,gemittelte-varianz-eines-linearen,src/chapters/13-funktionsapproximation/S138.mdx
13.8.5,eq,gemittelte-varianz-eines-linearen-2,src/chapters/13-funktionsapproximation/S138.mdx
13.8.6,eq,zerlegung-des-mittleren-quadratischen,src/chapters/13-funktionsapproximation/S138.mdx
13.8.7,eq,eq-13-8-7,src/chapters/13-funktionsapproximation/S138.mdx
13.8.8,eq,generalisierte-kreuzvalidierung,src/chapters/13-funktionsapproximation/S138.mdx
13.9.1,definition,tensor-produkt-basis,src/chapters/13-funktionsapproximation/S139.mdx
13.9.10,bemerkung,warum-das-mehr-ist-als-eine-notloesung,src/chapters/13-funktionsapproximation/S139.mdx
13.9.11,bemerkung,radiale-basisfunktionen,src/chapters/13-funktionsapproximation/S139.mdx
13.9.12,bemerkung,multivariat-kernkonzepte-des-kapitels,src/chapters/13-funktionsapproximation/S139.mdx
13.9.13,bemerkung,drei-stellschrauben-drei-wirkungen,src/chapters/13-funktionsapproximation/S139.mdx
13.9.2,bemerkung,was-kapitel-9-dazu-schon-gesagt-hat,src/chapters/13-funktionsapproximation/S139.mdx
13.9.3,bemerkung,es-bleibt-ein-lineares-kleinste-quadrate,src/chapters/13-funktionsapproximation/S139.mdx
13.9.4,beispiel,zehn-basisfunktionen-je-variable,src/chapters/13-funktionsapproximation/S139.mdx
13.9.5,satz,eine-mse-obergrenze-im-multivariaten,src/chapters/13-funktionsapproximation/S139.mdx
13.9.6,bemerkung,was-die-rate-ueber-datenmengen-sagt,src/chapters/13-funktionsapproximation/S139.mdx
13.9.7,bemerkung,auch-die-auswertung-kostet,src/chapters/13-funktionsapproximation/S139.mdx
13.9.8,definition,additives-modell,src/chapters/13-funktionsapproximation/S139.mdx
13.9.9,bemerkung,der-gewinn-und-was-er-kostet,src/chapters/13-funktionsapproximation/S139.mdx
13.9.1,eq,tensor-produkt-basis,src/chapters/13-funktionsapproximation/S139.mdx
13.9.2,eq,eine-mse-obergrenze-im-multivariaten,src/chapters/13-funktionsapproximation/S139.mdx
13.9.3,eq,eine-mse-obergrenze-im-multivariaten-2,src/chapters/13-funktionsapproximation/S139.mdx
13.9.4,eq,additives-modell,src/chapters/13-funktionsapproximation/S139.mdx
